Juego,Review
Batman: Arkham Knight,"Batman: Arkham Knight is my favorite entry in the Arkham series. Which feels strange to say. I believe this entry has some of the highest highs, but, also some of the lowest lows *cough cough Batmobile cough cough. First, let's talk about the highs. The classic combat system comes back in its most refined form, providing the most fluid experience yet. You can get by with simple maneuvers but for those who wish to delve deeper, there is a lot to experiment with. You can intertwine your combos with take-downs and an array of gadgets.<br/><br/>There is another facet of gameplay that is new to the arkham series, the Batmobile. When you're zooming down the streets of Gotham, swerving around cramped streets, mowing down thugs, and engaging in vehicle pursuits the Batmobile is an absolute blast. Unfortunately, the Batmobile can enter into a tank mode. At first, it seems pretty fun, just another way to vary up the gameplay. However, it gets boring after a handful of times, annoying after ten or so, and mind-numbing when you're well into double digits. It's a real shame that such a good experience has this one major flaw. To be clear, tank combat isn't bad, there's just too many encounters and it is so much more shallow when compared to playing as Batman on foot. I am willing to forgive the tank combat because the rest of the package is so good.<br/><br/>I enjoyed the story, but, my standards to enjoy a story are pretty low so take my opinion on it with a grain of salt. I thought it was pretty good but not as good as Arkham City. There is a twist that I as someone who is not a Batman fan could see coming from a mile away. When it happened I couldn't tell if I was supposed feel surprised or not, it just fell flat on its face. I honestly don't think that it detracts much from the story but I am aware that it's something that people aren't happy with. I don't have much to say on the story front as I'm bad with dissecting and analyzing them.<br/><br/>Arkham Knight is filled to the brim with side content. The side missions (except maybe for the Riddler) are pretty good and worth doing just to experience their side narratives. Some are weaker than others but for the most part they are pretty decent. There is bunch of other stuff that is a complete waste of time. I am largely sick of Ubisoft style checklist open-world activities, so if you aren't tired of that style then you'll love what's here. You have riveting activities such disable mines (aka Batmobile time), take out enemies in one of many generic outposts, collecting too many riddler trophies, etc. I got some enjoyment from doing some of those activities but I have no desire to do them all. I want a game not a 9 to 5.<br/><br/>Overall, Batman Arkham Knight is an excellent game with some notable blemishes. There was enough good to outweigh the bad for me but others may have a lower tolerance."
Batman: Arkham Knight,"Apparently I got lucky and Arkham Knight ran without any problems on my PC. Anyway, the technical flaws have been dealt with, so the reviews should stop focusing on them.<br/><br/>Best game in the Arkham series. Combat is perfect and funny (just as was in previous games), Batmobile is tremendous fun (although a bit overused) and everything else is great. Plot and cinematography feels like from a professional movie, voice acting is absolutely superb (Noble as Scarecrow is perfect). The ending is incredible - full of emotions, logical yet still mysterious, focusing on Batman's darkest fears. If you played previous Arkham games, then Arkham Knight is a must have."
Batman: Arkham Knight,A next gen game that came out in 2015. This game is brilliant an deserves to be noticed as a GOAT of gaming.
Batman: Arkham Knight,"It would be a perfect Batman's game if there was no freaking Batmobile. Am I playing World of Tanks or what?<br/><br/>P.S. Here is some Joker for you, guys<div class=""editor__insertion""><div><img src=""https://media.rawg.io/media/user_images/69a/69a0dbee4060e64704a1d4a9cc672b80.gif""/></div></div>"
Batman: Arkham Knight,"Combat at it's best, Stealth at it's best, writing at it's worst. Just batmobile, just batmobile, just batmobile..."
Batman: Arkham Knight,"The greatest superhero game of all time. The game looks fantastic. The art design and atmosphere is very well done and the graphics are equally impressive. The combat feels fluid and makes you feel like Batman. The gadgets and the increased mobility that Batman has in this game are great additions from the previous games. I really enjoyed the batmobile challenges. I also enjoyed the bat tank missions but they are the only type of challenge in this game that I found a bit repetitive. I’ve seen lots of criticism on the bat tank and I think peoples criticism gets way out of hand. <br/><br/>Lastly, I absolutely loved what they did with the joker in this one. This game has a great Batman story.<br/><br/>Final Score: A+"
Batman: Arkham Knight,"I was incredibly hyped for this game, especially as all the others I have really enjoyed. The mechanics of the game that they didn't change are still great i.e. the combat, puzzles, stealth and grappling around Gotham. However, the inclusion (for some daft reason) of the Batmobile really brought down the fun. Too much of the game was focused on Batmobile combat and puzzle solving and it just didn't work very well. On top of the story is predictable and doesn't do much to build upon the exceptional work that went before it. Such a shame... "
Batman: Arkham Knight,I think this a lot of people's least favorite arkham game.  It's my favorite though.
Batman: Arkham Knight,👍🏼
Batman: Arkham Knight,8.5/10
Batman: Arkham Knight,7/10
Batman: Arkham Knight,"Mi reseña (spanish): <a href=""http://www.ruraltex.org/2015/12/resena-arkham-knight-review.html"" rel=""nofollow"">http://www.ruraltex.org/2015/12/resena-arkham-knight-review.html</a>"
The Walking Dead: Season 1,"Definitely a unique game design, which, with its ""drawn"" style, creates the atmosphere of a comic book. For the most part, the game is an interactive movie and a quest at the same time. Very pleased with the directing. The framing is top-notch!"
The Walking Dead: Season 1,"Great adventure game! The story of Clementine,Lee, AJ and Michonne very well written and perfectly developed. Many many feelings about this one. My only advise, PLAY IT! "
The Walking Dead: Season 1,"what a game. I'm always a fan of choice-based storytelling and I can see why everyone's in love with this one. Episode two was probably my favourite of the lot (tho five was the most emotional), but every episode was super quality. "
The Walking Dead: Season 1,A beautiful story told in a great interactive way
The Walking Dead: Season 1,8
The Walking Dead: Season 1,9/10
The Walking Dead: Season 1,Emotional and gripping
The Walking Dead: Season 1,9/10
The Walking Dead: Season 1,Best story 
The Walking Dead: Season 1,This and Wolf Among Us are TellTales best.
The Walking Dead: Season 1,One of the best stories that will make you cry.
The Walking Dead: Season 1,12/10 - A MASTERPIECE!!! One of my favorite Point and Click games of all time.
The Walking Dead: Season 1,will forever be telltales best game. i still miss lee
The Walking Dead: Season 1,The 1st and the best.
The Witcher 2: Assassins of Kings Enhanced Edition,"The Witcher 2: Assassins of Kings Enhanced Edition is a good Role-playing game, with some good Aspects, such as the good story, the good Graphics for the Year of release and the good Soundtrack that fits well with the Scenes of the Game.
The Combat System is still relatively difficult when you play the first Game, because you have two different Swords and Attacks, the Iron Sword against human-like beings and the Silver Sword against Monsters. There is also a fast and strong Fighting Style. You get used to the Controls relatively quickly, even if it is still different at the Beginning than with other Role-playing games.
The German Synchro Is okay, but it could be a bit more emotional. I really like that there are moments when you can Decide for yourself what you want to do.
Bad about The Witcher 2 is that the Game likes to crash, no matter which PC, but you should just cache in between, with F5. Then you don't have to play that much new.
Plus, I'd think it would be nice if the Story was a little longer. 
From me, ""The Witcher 2: Assassins of Kings"" gets 8/10 Points (s).
Since it is the Enhanced Edition, the Steambibliothek uses tools to find ""The Wichter 2: Bonus Content, where you will include the Maps, an Artbook, the Soundtrack and some other Files."
